ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
1657.124a3.98,59775.98,43507.22,145727.66,69585.18,85544.27,91060.1,141985.06,56951.26,80899.31,91743.3,18137.72,2068,51472.46,15268.04,43318.4,145668.57,31366.04,27946.48,23038.86,90117.62,28487.96,14694.51,23525.32,48328.98,27221.55,10418.09,14075.06,2947.23,0,3731.38,833.25,56497.21,21312.41,37459.18,63353.7,67178.68,26188.21,8383.48,11703.02,11957.3,20579.86,43632.4,6545.17,22512.93,34884.35,22551.85,21479.03,22316.14,28563.66,53543.32,65656.93,39009.28,6171.56,13803.2,11967.14,13735.11,56116.75,62650.33,17198.49,23770.26,4945.39,8914.79,53361.05,21285.37,49918.37,38426.54,28039.5,28943.31,33600.86,10750.64,2345.47,0,0,0,18545.33,0,0,0,0,0,0,1414.75,0,0,0,0,0,65157.9
190.1224a0.92,0,36932.23,185955.19,25466.89,30488.83,20695.1,42155.04,57691.31,142388.58,0,109762.52,7834.48,235931.44,72160.22,378480.69,572673.03,87248.16,61777.64,17659.72,174643.04,32131.46,79176.5,50122.68,94036.72,22308.39,6386.54,11533.36,4489.55,17985.34,5407.73,1588.26,137127.58,79901.28,38195.36,47457.09,65030.33,74431.94,48646.76,51832.85,27498.96,90193.24,44803.85,0,28594.27,40283.62,41489.68,0,32923.01,48301.01,48999.04,252287.99,49270.35,0,11041.69,0,21116.3,101265.65,0,24216.21,0,0,29307.27,86056.33,42853.51,386178.46,47264.6,7287.23,22831.85,35837.73,16358.56,0,31687.68,18402.79,25849.49,0,11966.11,18531.09,19027.72,18636.58,0,14886.65,0,4600.73,0,25595.09,0,3275.57,55830.29
1248.8493a3.29,115087.66,57561.39,81231.47,58602.92,102809.99,59134.7,108718.32,96046.88,78171.02,92687.65,20668.07,2712.2,33764.55,19715.96,35270,99651.64,23947.58,32188.3,38859.28,80379.61,56409.47,25546.92,34690.08,67918.8,52072.41,12878.16,20189.74,5487.99,37686.37,8010.82,1629.88,37505.6,89200.13,40553,70498.35,67434.3,25300.97,7211.19,12894.78,10959.4,23097.44,46843.49,28455.27,49955.51,45383.22,34325.82,40180.16,28493.73,34703.79,67029.74,35111.63,46489.5,23776.77,13946.46,36587.52,18166.45,64402.57,208859.69,17170.78,44238.75,24817.56,27809.35,54125.21,30355.14,28598.37,41464.75,26045.8,55060.29,50873.58,37736.53,0,0,0,0,39058.87,0,0,0,0,0,0,0,0,0,0,2188.12,0,123477.5
1252.4385a1.77,47362.52,202559.06,162166.3,162954.18,104090.27,48131.63,86655.17,155859.3,0,0,24350.63,4125.54,28515.14,18916.44,26179.51,22757.16,50272.8,14274.71,37127.19,88339.92,55200.3,16368.06,10291.13,18791.41,6135.01,11558.64,6137.12,1438.76,12200.2,5685.94,0,15007.11,6081.26,6202.46,15082.56,16802.38,11924.05,7516.74,4671.83,2505.01,15966.7,6893.28,9386.66,13883.36,6348.2,0,9223.41,0,0,0,2507.11,14153.41,20574.58,2025.01,0,4378.21,0,55106.77,8889.48,0,0,9029.35,17844.7,6867.35,3213.11,0,0,13919.7,22804.41,11127.09,26088.31,14201.09,6653.93,12780.54,14664.57,59710.37,15227.73,0,11973.47,14793.16,16590.16,0,20130.87,13070.92,17299.78,55432.08,28256.18,74012.87
1550.8955a1.78,0,6732.11,0,7288.39,4472.84,0,0,0,9962.75,0,21270.93,881.37,5642.77,2314.93,9603,0,8713.78,0,48885.64,0,13300.06,8742.54,3680.8,16256.62,6338.94,6477.03,4046.09,968.3,4218.81,2657.97,273.05,16511.17,1465.78,6444.56,11609.51,3553.81,3182.51,2462.3,1376.76,774.19,3310.33,3694.54,1932.59,4588.91,5096.5,4011.14,7700.61,3845.12,5847.08,8724.64,1631.57,0,3611.65,0,0,2409.4,0,0,0,1953.93,1309.01,4048.16,7831.56,6035.83,3659.55,12711.32,5126.47,13566.84,3823.25,22621.89,10406.85,23608.63,18999.28,11401.77,31118.55,19229.37,11479.68,30080.27,51972.18,27721.51,29652.37,33286.58,69387.84,37559.11,44398.85,114179.4,59311.65,52688.92
473.2847a1.48,39668.79,68213.56,38708.62,84833.13,42831.53,55103.65,45259.21,170232.95,30229.78,44540.02,38709.87,1785.54,32686.96,15928.74,13498.74,39343.91,12402.31,33055.47,24163.42,63531.28,8198.09,9974.78,10330.77,0,8423.44,2973.81,4733.55,0,19858.52,3515.09,0,24010.34,108333.65,9812.74,15230.12,32149.35,5685.57,5489.27,7017.74,0,10507.65,17723.36,0,21055.37,0,0,0,8061.67,12414.07,34071.8,15723.03,22477.54,7796.82,4459.48,12485.12,7049.73,15312.76,55241.63,4308.99,16564.47,13748.61,10631.55,19992.84,22208.47,0,12600.53,0,15766.78,18618.61,12800.81,0,15434.83,8939.01,7951.18,6315.41,4100.19,4257.72,5395.15,0,4367.84,0,0,0,7607.02,17110.64,13773.54,12677.55,28558.73
122.0748a0.81,38032.94,24432.29,52533.58,45800.48,34632.08,39662.78,26730.86,75126.04,42947.25,48906.18,24268.58,2493.43,90785.82,7491.53,69201.9,126517.64,22799.02,105323.41,15682.58,148996.73,36613.31,26745.12,18082.77,44157.22,18440.08,9783.91,8570.47,3845.91,9754.22,7717.03,572.88,53092.69,22890.89,12003.55,27246.16,20898.79,20579.81,6891.81,7110.24,10630.8,27474.35,23282.63,0,30932.51,0,17753.93,48056.36,7189.49,18062.5,25157.04,36578.23,19083.86,0,10740.61,27543.88,0,57643.15,62362.99,21564.9,24069.16,0,7113.11,43929.98,17360.9,70138.86,29222.87,0,12214.54,35054.32,0,17260.38,21309.33,0,0,0,0,10491.6,0,15593.85,0,12812.38,0,26312.16,34512.78,0,26627.84,24591.5,45730.45
2928.6896a1.8,30171.12,58166.75,36813.85,20489.58,10426.35,73045.26,90851.48,0,12520.28,4911.57,11196.31,2670.25,30080.52,21143.25,0,24260.88,20254.09,14525.33,43024.74,83839.02,61699.96,14017.49,12300.78,27682.01,0,13762.61,6555.46,1078.24,10074.97,5812.91,0,10739.93,0,5831.61,12055.65,9998.37,7920.91,9459.79,5392.54,0,8256.91,4411.45,14421,12674.81,3839.39,0,15413.03,0,0,0,2210.8,12527.98,17976.55,2394.41,5581.01,5134.05,4996.88,78550.73,14110.51,0,3815.69,12417.82,0,8014.22,3022.91,0,3653.5,15262.63,21462.14,12806.93,27264.45,6961.4,11250,16699.48,19107.22,85652.92,21100.97,0,11088.9,20864.27,19960.84,0,31643.83,15941.26,19290.41,24302.51,22140.51,86676.49
661.4548a2.99,58890.45,46780.5,68283.88,29652.55,158147.87,92079.47,125543.41,31692.83,21825.21,88394.72,23575.75,5033.66,24410.71,8423.47,3730.43,97217.44,48624.33,63917.91,38948.85,94424.29,43861.71,19892.47,21259.27,37264.82,9110.54,8162.96,15012.39,8725.22,29788.36,4906.32,722.99,0,24770.24,19658.03,25842.38,32564.13,12209.67,6452.56,5818.77,23070.74,10744.96,24339.82,15622.52,33838.5,18239.13,17156.83,34214.95,10752.64,13208.95,34191.83,28638.96,20424.86,20118.15,7920.3,24222.55,6107.83,27511.28,91930.38,9643.95,24384.62,9954.11,14056.36,26184.39,18284.81,16957.78,24691.82,8839.76,29152.76,28964.5,15701.4,0,0,0,0,17933.8,4667.06,0,0,0,0,0,0,0,0,0,3451.7,0,57188.13
2752.9355a3.25,64115.39,10098.78,13047.44,77385.15,0,19353.08,35320.01,19848.83,53871.09,48222.33,38203.72,2392.95,14546.78,13010.44,45615.05,0,47350.54,35721.23,35717.19,0,49056.38,19903.99,0,24632.24,14174.63,9945.06,3772.61,3927.53,23541.2,10391.13,753.37,48627.96,4850.77,22954.71,10254.26,21730.32,2260.99,7160.42,4198.88,0,13869.52,16903.84,22384.57,15432.64,27518.01,5981.83,6936.06,8834.99,10105.77,4466.02,10892.17,7900.41,13671.91,4527.66,3570.31,1970.5,3793.5,20054.95,2379.8,7616.74,1752.65,12595.58,2983.49,11342.96,7356.55,8251.67,8826.98,9343.37,3707.35,0,0,7301.7,7830.25,13832.5,0,0,19144.85,0,0,0,15477.88,0,2939.07,0,5613.89,9503.52,4352.69,0
1232.8574a3.81,353075.51,223038.8,725284.68,402765.75,479615.08,500471.9,750422,426102.11,369512.59,518550.85,66771.99,7428.2,155430.91,72591.13,155290.25,626679.63,94005.37,108503.18,96552.5,326408.68,106602.73,66510.68,89067.7,209641.69,108745.72,43957.14,57386.44,14492.81,53679.26,18122.02,4538.82,187514.99,93701.27,147411.95,248940.52,252428.97,97522.14,36424.85,40340.78,45525.11,83645.6,161840.45,33636.09,123221.64,149347.19,108310.79,120239.71,94660.92,120193.93,211179.3,178388.65,158785.4,39190.69,53140.37,73024.3,56610.03,253310.4,306413.5,73648.28,116748.08,29528.33,49699.34,227473.98,105662.07,170348.11,171176.71,110724.08,147509.35,157034.72,65807.63,0,0,0,0,92069.6,2782.21,0,0,0,0,0,0,0,0,0,0,0,375326.06
492.2546a1.77,47668.66,42780.45,32821.28,59869.73,40051.53,24017.27,42790.9,79180.26,33526.37,68873.79,8284.27,0,8137.22,0,10245.33,11744.27,3421.51,9261.88,11086.87,35492.17,13583.06,0,3590.82,0,9306.94,0,3447.71,2112.43,13592.06,4154.74,226.96,3382.42,22366.93,1913.84,10110.66,42808.34,0,0,0,0,0,10635.07,9179.12,13279.91,11837.57,6499.18,32162.24,8587.64,11542.58,15090.96,8676.64,6148.25,11014.66,4562.25,0,3555.73,15513.85,54690.8,5535.73,13211.55,6822.04,23893.13,19587.75,0,8581.22,11667.81,2547.93,7390.82,20792.82,9665.43,3332.9,28044.02,11827.98,5979.07,2693.65,3447.61,0,9709.03,4019.66,0,8640.46,3327.29,10291.44,31835.16,9906.19,0,22734.9,21944.69
884.5564a2.39,80535.82,46321.71,61494.11,39395.88,34553.65,31679.75,39106.76,62276.96,30814.64,34245.44,7709.95,811.48,6418.58,3740.79,6616.86,7372.48,4838.08,0,10854.81,13699.2,11097.72,8179.97,6252.95,12287.4,7070.08,3153.25,2455.79,1065.08,25795.35,1692.49,282.68,11489.85,28610.98,7855.6,15099.4,14596.25,6748.06,2058.22,2997.06,3136.83,4016.11,6007.82,15553.79,13733.12,6546.18,5894.62,34113.38,4738.98,5208.44,15528.82,6342.91,10596.52,25299.24,3648.18,37669.57,3405.44,13963.79,86781.01,3904.51,12342.35,12850.11,33414.28,10560.2,7335.18,5353.65,6935.28,5279.8,13100.14,16873.23,13569.03,0,0,0,0,6757.35,0,0,0,0,0,0,1164.36,0,2046.99,0,0,0,32053.84
997.6733a3.13,40826.65,22215.86,54399.97,31445.32,38572.22,36657.37,54936.38,36884.64,28063.07,25242.78,10031.81,1346.12,31419.09,4127.64,12762.53,48253.54,13210.31,24308.02,13300.72,70345.92,18167.37,6168.04,9315.87,17439.73,7282.7,4420.85,4607.95,1500.64,15131.75,3525.38,356.83,10486.82,23484.06,11992.22,15707.45,17094.25,7964.46,3496.49,3306.21,4408.78,10541.47,12492.4,7741.36,17406.49,10690.28,8360.85,12606,6562.16,7871.36,15554.75,9039.15,12147.02,5709.68,4074.37,11121.98,3835.57,18164.48,51213.63,5013.61,12199.55,6286.07,6167.04,21258.45,9368.57,12689.18,12169.66,5784.13,11819.3,18620.42,10325.65,0,0,0,0,14492.13,0,0,0,0,5866.83,0,0,0,0,0,0,0,27625.29
1216.469a3.91,63507.34,14336.35,32373.57,40065.25,26126.61,19689.53,57601.68,6581.58,26812.11,23031.28,9902.6,2027.26,14532.55,2050.79,21477.51,0,24249.38,20542.34,17124.13,37549.54,0,19757.85,4680.9,4496.55,4617.12,9701.1,3643.66,3039.34,22164.39,8984.75,297.72,17105.13,6787.45,15411.84,7069.89,9779.48,3007.47,2921.86,3143.08,3787.44,11441.07,6180.96,28853,10290.09,11754.43,1814.64,8454.92,1101.38,5286.7,0,4972.98,2029.15,9035.42,1979.9,7018.58,0,0,5629.66,0,4746.01,1748.75,16251.88,0,0,0,5421.92,2656.89,1766.27,1494.75,3686.73,0,0,3727.02,24680.81,5217.08,0,6190.39,0,5689.11,16039.51,5725.63,1583.89,14153.32,0,6589.61,7967.79,11307.97,0
1352.9091a3.01,47762.56,16254.76,40993.62,33983.42,48839.89,43700.11,23447.11,18478.77,58508.96,32033.94,9067.47,5062.66,17392.36,4513.06,13400.81,47175.43,9218.33,22793.66,32948.26,0,33872.03,21237.07,30139.42,22363.58,18846.2,9309.96,15137.15,5538.06,24495.35,6125.11,532.46,12916.9,53154.49,15547.86,16907.72,19056.51,12012.22,6847.25,4612.61,7354.52,20380.93,13822.88,14018.6,28562.31,18882.96,14004.11,25475.78,9156.37,12725.73,19812.88,13908.11,13722.63,5697.77,5431.78,17162.03,7758.35,18012.97,64934.56,6363.41,15175.53,10344.16,10092.74,23481.31,7260.68,11462.21,19579.3,8258.53,20107.54,16530.6,15579.85,0,0,0,0,14015.18,0,0,0,0,9581.44,0,0,0,0,0,2058.47,0,40355.35
1235.8373a3.14,63735.07,0,27348.86,0,54719.5,29469.43,77060.92,44540.99,56674.32,52258.4,36630.18,991.94,20004.02,9104.07,19242.84,26812.66,12773.02,0,30076.76,22751.73,0,8736.51,14576.58,52548.28,5557.11,9674.06,10641.24,3619.45,25451.43,7303.3,971.11,9484.11,46384.5,17634.62,48703.41,65575.37,7425.35,6582.68,12311.67,10821.13,18889.92,19422.35,12523.11,22181.33,19285.5,18975.21,37193.62,14419.86,16016.88,36881.91,12992.63,21768.6,16405.41,8470.15,21410.13,6674.42,29671.91,87898.23,8387.64,25296.98,14254.86,11480.44,21621.45,14675.43,14723.61,27469.87,13366.68,34326.87,23634.91,24571.07,17782.14,0,0,5816.63,23079.29,7294.63,0,0,0,9367.77,0,0,0,0,0,7703.96,0,63660
402.194a1.86,10408.09,24020.18,0,27639.06,22423.13,0,22933.11,11566.14,5197.49,10081.81,12623.99,1129.45,25571.34,9295,17217.04,58692.44,21198.25,26301.49,16356.94,40637.42,29293.04,2521.85,11099.96,34076.11,0,7522.02,5952.24,0,0,0,590.22,22783.76,11255.63,7255.43,10308.73,17538.41,11803.34,4785.46,3060.9,6757.81,11877.58,13377.51,0,19012.21,25069.91,15816.26,0,8532.58,8706.46,3954.22,17251.88,15264.11,0,6024.14,18951.34,4190.97,31763.38,0,0,2361.62,0,0,19792.66,9294.61,19770.11,16388.03,9535.99,15331.13,3560.3,24597.74,9516.93,18886.01,10419.82,7489.16,19092.9,18156.6,0,22797.92,3986.43,7470.08,4660.63,11560.93,10670.26,38238.97,0,52769.59,24911.46,64084.83
1018.6959a3.89,22172.19,14349.75,50496.94,28283.7,32044.31,35312.85,44723.22,27596.88,32795.2,37369.95,5174.45,784.03,17333.53,6715.94,14733.08,49028.13,8719.08,12752.27,7822.72,26609.19,7145.06,4332.64,7734.7,17970.77,10802.24,4214.06,4814.61,1523.64,7644.04,1126.67,423.4,16784.1,11123.49,14317.59,24296,27161.18,9178.7,3303,4148.76,4306.81,9173.69,17119.65,9259.2,10209.16,10548.36,8741.47,17823.21,9006.83,10080.33,21544.18,20573.33,14850.98,5491.84,5305.23,8733.46,4742.05,21351.51,36141.03,8213.19,10380.73,4568.25,8325.03,23291.36,11563.25,16555.36,17159.48,11296.32,15309.94,18032.59,7537.86,0,0,0,0,10407.43,0,0,0,0,0,0,0,0,0,0,6939.31,0,37062.5
1468.9853a3.28,39305.84,13679.01,89895.74,26133.1,91149.6,44794.39,19137.19,44609.77,12197.29,38359.11,16555.07,3929.14,0,14115.08,16763.82,37138.48,4486.92,20417.67,31287.64,41361.75,37589.17,11782.16,19860.57,47527.48,12492.49,8804.98,22371.38,4831.69,37784.8,3808.77,885.88,23058,49891.76,17453.55,30209.19,25890.39,21863.24,5158.05,4946.89,5544.19,12097.98,25321.2,7697.65,16274.72,23222.72,10812.45,20764.08,14127.47,11083.43,22535.13,13123.72,20677.13,15258.71,5354.52,16471.39,8627.21,29739.7,68356.76,6089.73,16727.37,11983.53,9855.73,34144.95,14741.65,7953.77,14678.12,8428,20326.85,16803.33,22030.76,0,0,0,0,15710.73,0,6124.42,0,0,0,0,0,11315.14,0,0,0,0,43603.34
1146.7828a3.13,162039.82,35711.35,88332.61,0,84045.02,71707.43,103420.71,46263.64,0,71356.71,37168.04,3174.07,47164.46,22792.03,23716.67,77396.35,0,31243.69,35540.83,34450.23,61330.46,20900.27,26557.73,77993.13,38573.01,14162.51,17827.57,6684.06,29847.41,6966.75,1813.81,24124.71,98822.26,39259.67,75135.52,74649.67,24076.6,8705.3,14481.81,11727.65,27569.92,53016.34,23763.61,57880.38,54173.33,41373.5,52693.26,29846.21,41791.76,79519.43,38489.82,53483.23,29917.35,16253.1,52687.91,21533.77,79665.73,246637.65,21201.76,59554.11,29304.44,35121.95,59487.31,37886.04,34264.76,50587.59,28713.07,65326.72,62030.77,47424.69,2590.25,0,0,5313.27,45848.67,0,6070.18,0,0,0,0,0,0,0,0,6484.22,0,152833.84
780.5176a4.05,13080.66,15558.85,9514.74,13305.93,15649.04,13575.78,26928.3,12971.04,17871.98,13582.32,4317.92,371.04,7654.18,3890.98,8618.4,25649.28,7067.3,8178.55,9571.06,15313.75,6264.57,4515.71,7428.29,9740.26,7284.44,2392.17,2439.88,810.94,3267.36,1286.01,250.69,9858.74,5819.28,6336.73,11113.36,11963.08,4770.1,1893.69,2164.84,1918.35,4964.56,8702.64,0,8823.39,9366.66,6289.87,8973.02,4494.35,6317.99,8687.19,8216.93,8942.45,0,2290.35,2521.51,2636.27,10978.76,10699.16,3692.14,4440.9,3420.52,0,10721.45,4608.85,8956.04,8154.01,5890.68,6181.44,8291.2,4651.7,1720.33,0,0,0,2867.37,4752.33,6116.11,0,0,0,0,0,0,0,0,0,6811.41,19977.11
567.3888a4.06,9764.83,6053.67,20044.31,11862.01,13458.41,13416.77,19409.31,11799.53,12342.42,16944.38,3605.67,412.06,5895.2,2542.11,4520.99,19134.78,3230.69,3838.87,5950.93,14715.55,7011.54,3085.46,5057.79,9062.26,4926.2,1899.02,2086.01,634.45,5920.62,1256.46,304.04,6810.34,12792.92,7192.37,10445.89,10537.54,4301.69,1109.21,1535.95,1964.04,2416.64,8575.69,3141.12,7706.98,7296.74,4996.02,7739.19,6524,5847.08,14063.51,6930.54,6294.59,6776.39,1210.68,8800.71,2877.65,7704.83,37206.38,3230.54,10335.8,4162.61,5558.32,8390.82,3730.87,4706.83,5207.72,3646.03,9573.02,13730.89,5541.03,0,0,0,0,6067.55,0,0,0,0,0,0,0,0,0,16281.5,0,0,20936.78
868.5971a2.94,92833.31,26983.68,52805.52,30046.8,37016.75,47509.8,55063.74,58334.16,32361.38,48968.11,17157.53,1514.44,34549.85,11879.51,16882.85,22388.27,14913.12,25794.3,20762.82,14861.33,22131.13,14537.89,19490.28,37495.14,19042.6,8240.7,12368.36,3560.33,23003.91,7095.46,978.01,18314.48,57097.39,26713.21,51294.58,47223.06,20993.03,9030.22,9035.88,9695.88,23744.15,34023.85,14490.73,41785.78,30478.08,24795.69,33390.56,18892.73,23638.69,50423.06,24793.18,32797.08,19620.87,12219.23,35406.87,12883.29,46721.26,155693.78,13503.41,40378.2,21210.17,23246.88,50036.18,19837.56,26107.31,33909.85,16545.5,40406.3,52896.03,31450.46,0,0,0,0,35608.6,0,0,0,0,4063.53,0,0,0,0,0,0,0,98929.25
947.5706a1.79,0,0,0,0,0,0,0,12644.58,0,0,17240.76,1569.34,15959.84,13944.75,0,10253.7,0,0,0,7521.61,81063.2,7144.41,19839.8,25511.54,5143.45,3471.72,3586.05,2047.44,8704.34,4063.92,303.31,0,20789.44,0,18404.59,6906.85,5515.71,1790.27,2134.69,8031.81,4344.16,13294.99,6482.77,16878.99,5702.05,11101.5,17940.53,4718.54,11144.73,10870.27,8150.21,12295.32,8966.32,2581.34,4908.89,2322.36,16265.91,18563.25,2158.44,11140.25,6387.17,5685.51,6991.89,14463.94,5140.45,13614.09,11410.35,9940.67,11244.11,9697.35,9362.84,8288.89,10025.09,9046.91,5896.69,7454.57,9738.08,10570.12,6449.55,10489.19,9520.33,9222.92,9102.56,12792.76,11346.3,19669.63,18055.82,18222.36
702.4975a4.77,18628.64,10050.47,56313.16,23812.58,25637.44,33077.42,49765.67,26029.2,30763.76,35371.95,10965.23,967.44,26807.41,9496.84,12073.04,86032.51,13458.78,17066.85,12677.41,55349.78,13942.35,3014.49,10061.16,21520.09,14860.86,6026.74,9470.96,2374.46,16053.87,3536.09,627.55,14224.7,0,25752.95,43615.15,40939.62,16965.1,5592.87,8919.61,8769.27,19647.51,31547.65,5830.79,22436.15,28370.26,17270.83,13764.25,18736.94,25932.76,37246.32,24745.63,32842.59,7887.01,14054.85,16668.61,3919.4,38025.06,61542.45,9890.53,24687.36,5135.9,11246.99,34069.83,18911.51,25949.3,32369,17784.39,30831.3,18551.97,16163.99,0,0,0,0,10988.09,0,0,0,0,0,0,0,0,0,0,5953.92,4225.13,63511.9
426.1978a2.61,20120.81,16077.74,61728.84,20822.69,35915.54,47440.75,18652.5,29132.46,13395.8,12491.51,31298.38,1852.07,305663.18,17476.13,195623.86,465995.27,26497.15,404872.72,26874.34,394194.99,30300.39,22115.23,17511.78,17715.75,4192.74,5945.93,2531.15,456.7,3280.48,443.07,172.51,91367.7,11271.78,10248.11,4600.53,29191.51,46021.32,19772.12,35083.93,8895.11,40621.46,6095.98,0,21627.27,18808.72,14524.58,0,3921.24,6773.85,8501.39,295395.64,57445.4,3267.54,3918.86,3915.63,3935.6,103477.23,10174.26,1671.31,3148.93,0,4392.61,127274.98,9222.51,274473.16,17717.15,25441.43,0,3618.25,0,5889.02,5207.78,0,4639.69,2924.96,0,0,0,0,0,0,0,0,4611.3,7413.43,0,5839.95,3998.21
242.1558a2.33,274763.39,39080.45,274879.6,256498.04,233184.19,194621.78,158843.14,192712.76,144964.26,83859.15,154628.62,5259.56,2515265.85,257004.67,1668215.85,1932305.13,246173.1,2149060.91,95532.37,1653348.73,161766.66,150406.64,27454.65,273281.29,34477.02,33240.7,77430.31,1583.41,4846.04,8371.73,5950.19,650073.07,1058339.25,175666.41,349515.37,706393.48,329122.55,0,45666.22,91429.91,548823.89,265576.42,13497.41,417107.87,463175.64,204669.76,0,128822.12,195812.25,205021.35,2007016.93,1338887.35,44357.48,123338.94,0,152252.83,1919914.45,0,26715.19,48291.76,0,0,108744.78,57381.81,2359604.64,232582.28,14541.92,0,648490.55,0,0,17733.14,47101.38,0,0,61747.21,110354.84,45018.97,0,0,0,52414.21,0,21518.01,4462.09,60910.88,39457.64,37165.32
754.4631a1.78,17066.98,14227.94,11773.95,27742.46,22960.81,9101.57,32191.56,15273.27,11743.36,15939.18,8792,1474.24,10564.29,2562.95,13980.7,14501.53,6880.79,13324.56,11933.42,32997,7495.92,4094.83,2580.02,6984.41,8279.47,2687.91,1831.12,0,0,933.11,167.74,19148.23,22017.95,8855.38,7727.46,11164.86,6699.34,0,2137.4,2094.53,5477.58,4017.55,2127.78,7479.55,5743.42,5859.42,0,2420.06,2903.98,5941.9,6731.95,9206.88,0,1646.53,0,3120.88,8804.94,6127.59,0,0,0,0,7413.5,4159.72,8678.78,4882.31,1901.6,0,5996.38,2065.92,0,2233.82,0,0,3881.07,2845.39,0,3836.58,4560.18,3687.37,2300.21,3080.61,8316.23,4089.34,5141.27,12217.78,8786.12,9670.78
577.3851a3.95,36679.76,29106.72,182634,27433.17,35140.29,36215.06,30593.66,29265.43,36480.65,38446.55,1482297.44,49336.38,1113492.3,352719,1115516.49,197124.52,572400.83,1057027.05,1337282.33,969938.61,2175238.62,1256722.19,649605.36,1583046.16,429324.37,208985.7,823446.44,103899.36,49711.33,246770.16,18650.3,4997154.32,1183970.25,725431.72,1655891.11,1371439.9,1450169.5,48346.19,604394.59,465951.22,1015715.21,149379.44,6795.08,881111.71,1848097.52,1476163.63,18090.13,701172.51,1557877.98,763105.9,330291.6,1536708.71,10668.5,730324.3,10787.62,715193.3,3564047.32,64055.93,18886.98,665043.46,7546.59,9964.36,95253.79,127302.04,243165.61,213227.85,44924.92,15359.72,189206.38,6999.63,0,0,0,0,10957.55,0,0,0,0,0,0,0,0,0,0,0,0,37827.96
