ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
159.1239a0.42,97305.12,60487.93,92240.07,121245.86,111560.72,169610.23,159259.57,90335.11,81126.08,88281.42,117437.59,7886.74,57201.58,48614.16,132499.35,42702.96,29399.21,61020.67,105467.29,81218.18,67192.26,73605.33,69258.1,130153,50859.54,19885.52,46091.56,25460.49,148592.47,30598.04,2544.3,111618.71,53136.37,61332.59,88309.74,46634.43,44648.43,19077.24,35250.72,32294.89,97797,133119.16,90695.45,94025.58,138078.05,90343.5,175739.2,26695.37,80956.73,116245.31,57583.69,19096.81,83156.07,51870.74,90962.35,44920.31,153124.38,304821.18,47521.77,105655.43,18395.06,103748.64,64927.28,33082.8,41509.94,69356.05,39014.95,129541.14,89129.27,226386.83,131176.86,64727.66,177877.4,181336.46,225178.38,119602.77,79018.32,120594.1,182990.76,145700.99,175773.74,180821.09,188146.39,152428.79,115147.91,230171.21,122756.95,123366.21
202.0441a0.41,125309.82,111642.83,89680.18,123959.29,117086.26,116634.47,126038.17,113092.32,111051.4,104818.47,151428.83,6568.57,54674.39,54404.32,94069.82,27131.21,33692.33,17238.75,102046.27,69769.66,97924.25,41778.27,49657.39,93199.4,38609.8,27103.04,46338.07,7842.35,80648.77,27278.88,2710.81,81984.97,65094.57,38972.23,65459.12,68731.05,11742.77,11513.21,11705.6,8283.39,21694.49,59190.95,142578.33,47462.47,80991.05,66910.5,79820.18,18160.28,43968.44,87593.52,31882.91,41058.04,68953.18,15030.6,42407.31,46885.24,121487.93,117532,30086.44,52282.69,13485.98,79443.89,88656.76,18101.89,31609.77,83232.35,24577.41,132254.11,30824.69,162301.01,116168.81,117003.88,94863.11,95278.98,63653.93,59006.53,149068.21,82489.12,62567.48,98095.29,147083.36,45640.19,69558.46,119740.57,85594.8,69901.47,110498.57,90711.52
230.1363a0.43,80591.23,77268.48,45146.49,73796.47,98892.52,88471.06,104265.01,104828.43,70034.63,47179.97,111676.14,10745.59,69740.28,52900.52,107569.9,61996.64,56643.41,76304.67,114884.27,48613.74,107514.27,53849.57,94215.78,146689.96,79718.62,43325.26,71299.88,13656.91,102432.19,41276.79,3466.88,130776.68,63497.31,68102.37,160277.24,107863.15,28239.89,27280.21,30511.65,24508.82,67985.2,78047.67,128533.71,100541.86,131943.3,102806.45,146987.9,46504.48,77774.75,100764.02,69617.24,79129.64,97895.72,39123.14,75916.06,55415.79,130436.18,203667.78,44090.3,85543.79,42391.59,125381.86,64667.31,69730.65,80643.8,126488.26,67221.27,125556.2,46719.65,169904.9,233044.18,113248.1,115576.42,147163.74,76467.69,62365.77,110634.84,71677.31,105463.77,180043.06,248227.78,115849.63,121310.4,200198.25,101036.99,38673.26,74119.8,51334.89
252.1239a0.45,30584.31,44153.59,22472.65,9908.76,22221.84,34647.08,19934.76,67151.93,5498.4,7193.75,35855.3,2312.08,27084.05,9535.69,21236.75,53531.4,5171.69,38307.86,25669.95,61994.88,33630.29,6778.27,14114.44,10322.56,10881.61,2568.38,5421.52,3280.63,17406.36,7119.38,411.8,2410.91,114349.33,4026.76,7347.67,11273.58,13613.82,3073.88,7770.91,6106.44,13487.78,3168.76,9680.95,10382.64,17304.51,2636.3,28950.5,7564.68,6939.39,28544.72,30307.3,10987.29,8556.18,1922.96,20833.21,5884.33,38107.41,74887.87,4685.14,14143.43,8234.59,21097.98,20054.59,4055.58,22533.17,13628.45,12605.84,10685.32,28006.15,20830.12,8604.59,7699.56,6268.92,13386.04,3799.62,4668.39,6614.55,8946.11,4709.73,3861.13,26638.51,10190.32,4078.99,25837.21,19368.29,3268.76,32695.19,2936.14
220.1296a1.47,58905.47,56433.48,55176.01,56594.38,64708.81,41683.95,73894.45,65866.7,19654.95,53678.2,40020.23,3781.28,99970.27,24402.19,51292.68,87290.93,41290.01,81782.57,48483.71,74662.65,53865.59,27386.78,59168.32,125484.79,27273.11,31032.58,23286.1,5473.22,38393.5,15514.82,2200.52,32345.53,74896.29,57546.19,104486.61,101894.1,14447.6,15417.73,18231.63,14315.94,41978.23,71269,68655.55,72557.68,89211.96,63982.97,100147.26,29866.02,68039.74,106690.07,41015.85,57400.67,34539.56,29987.69,43328.04,32281.94,63968.53,130560,30077.16,44031.5,33142.78,63737.93,81001.39,56951.63,71266.29,36119.16,29789.23,112110.59,49038.74,70743.1,43280.91,123152.21,75549.16,87281.11,52877.42,43776.17,104866.66,103565.32,67391.08,68789.79,93237.02,45687.3,86282.91,86506.23,65426.39,71848.06,66071.95,235370.37
164.0469a0.43,55595.75,31561.48,36092.35,61040.78,46326.92,30109.68,35691.54,60865.64,34067.46,38738.75,37015.84,3297.31,42682.8,24294.88,44456.17,41060.25,33509.79,38779.31,33661.15,35825.77,34353.31,17349.67,31981.39,50519.83,21291.63,12323.1,13862.2,3922.16,28803.71,8301.36,1572.27,33408.67,30687.71,35121.89,73979.82,71742.76,23866.43,10272.09,17275.13,12543.53,33287.23,44738.62,45024.07,39888.3,28063.24,20797.63,106601.44,12914.93,25836.72,46402.58,34713.13,32061.84,23993.24,14098.09,34118.16,18818.56,37069.18,113300.68,15287.87,28941.41,27103.51,26212.29,41932.46,30357.27,31969.82,39349,24611.16,55058.32,43983.32,44308.55,47456.91,56185.28,56049.64,56659.16,26860.13,51140.61,66603.83,65807.2,47091.89,50693.39,39151.79,47757.12,40723.14,48296.52,52781.71,49909.43,50269.57,121506.95
235.1537a1.92,272406.82,214386.65,313348.7,322945.89,254334.74,186188.07,339715.99,584742.33,216553.91,200200,72584.18,5886.7,70107.06,29888.18,52844.59,243051.3,41157.17,101375.61,66463.21,279440.1,85602.71,59037.84,41863.23,82916.98,48703.21,20213.21,40081.21,8116.39,58381.7,15901.48,2831.21,67339.82,250391.37,72785.97,118173.81,124765.93,48934.16,18677.57,19591.82,18128.01,36692.06,80813.73,55978.95,97635.04,80687.89,67772.66,133211.06,43852.51,41665.62,118699.17,82988.15,82320.09,71059.38,28671.8,131023.09,33949.99,100585.02,425828.28,23983.55,103159.59,93571.79,65891.18,82621.74,47095.74,81196.35,82853.59,49055.02,68108.68,109665.3,67574.05,15458.13,24995.16,14573.5,5347.31,49232.12,32125.09,26043.31,29294.91,35888.15,27814.02,32960.84,33286.58,16084.02,36308.54,37806.82,27565.98,22231.13,170555.21
456.2927a4.22,14771.44,18741.19,13167.94,25264.59,14993.94,17145.27,17473.32,14033.43,17937.05,12374.19,47199.85,1767.71,107566.08,21975.93,51036.65,37559.58,18791.14,29445.52,36379.49,59644.12,46534.23,22701.62,24150.11,46070.2,17142.63,11526.68,7947.48,4064.45,11731.23,9508.68,1011.34,36524.66,81279.73,12978.92,46005.78,45727,23750.89,5460.22,13210.99,11752.49,42742.53,24500.27,33315.44,37570.81,52435.96,43401.5,83042.15,12083.64,41374.48,41691.7,55762.72,168062.51,29657.65,9067.13,13003.85,22794.64,51863.28,118283.04,9176.78,19693,7833.83,45108.82,27210.48,17892.28,22423.45,21602.31,13325.21,52122.1,71778.32,54781.54,28491.31,58962.29,25074.77,47737.25,38745.15,50520.28,25155.9,50216.84,50950.28,56664.94,50752.36,39185.56,56638.03,29909.37,54676.07,89027.19,93954.49,75586.94
244.0985a0.46,35510.15,32148.17,108803.63,33806.3,37661.88,23311.75,29231.24,48254.07,56871.12,23504.91,22331.98,3226.52,18091.78,19992.18,36989.01,18033,32856.16,16394.98,28711.32,26262.79,33032.8,35861.39,21662.9,69502.04,33695.48,11105.89,14466.27,6528.96,34268.86,8522.09,2799.29,21277.76,36896.17,30505.43,43871.14,70659.52,29680.04,11074.71,22193.76,13330.03,33310.86,32215.54,21014.21,44534.07,64129.29,29272.8,78114.71,27925.84,35942.22,49871.89,17698.19,49602.66,30894.55,12772.39,31584.94,16597.24,70732.5,94371.25,16852.22,45712.84,14931.66,33305.25,34303.05,27042.16,27667.05,38506.97,21509.73,47102.24,53925.01,34405.27,46548.47,87922.07,92287.88,79005.54,48150.01,66378.04,23439.71,82388.61,39147.38,15886.41,20937.26,45881.67,67556.55,37505.71,51392.39,99802.98,102500.96,89214.89
174.0276a0.7,91466.5,106733.72,43811.82,74907.29,64055.07,50012.62,32667.08,91350.27,30951.09,27175.56,39072.54,3856.69,31462.75,10882.66,64079.91,30159.69,28726.04,43365.36,17363.15,38065.48,28168.14,44173.1,12249.18,29321.44,24388.83,6495,4496.25,1344.44,8781.53,3906.63,396.52,40307.06,14437.63,9328.25,8462.28,17015.41,18611.54,3609.31,8300.1,7912.66,14375.3,10212.62,17999.22,6783.14,11021.67,4628.48,46128.84,13522.87,7356.39,10372.87,12454.12,9615.3,9234.53,3472.2,8530.96,5556.42,20111.27,42658.66,4937.29,15073.82,7208.44,13138.73,15547.1,28335.89,29198.22,10557,21935.95,18159.92,13091.99,8849.12,34845.52,53973.78,20375.97,13032.95,8780.29,5521.12,39671.64,13159.48,19001.16,15881.72,16122.35,10882.12,16869.35,27910.67,48016.79,107277.89,108194.02,84819.77
455.3032a2.19,62130.68,34099.88,26227.18,20738.63,26555.95,5093.95,42803.73,54481.22,16780.74,55898.08,21596.34,1827.41,74712.1,20740.05,49297.42,97389.49,18762.31,41667.19,24182.45,77151.88,22233.6,21254.36,24629.24,42795.04,20798.61,8897.31,11252.51,3587.76,21738.65,6506.8,1212.01,30789.49,29632.87,19767.02,29425.85,34933.83,22044.53,12251.33,10298.41,11941.31,35297.97,25480.95,25294.13,39738.89,30208.17,28470.76,34040.15,24062.16,28189.61,47407.94,47560.5,37580.4,31735.6,13400.5,48119.43,14812.8,53240,146922.01,15243.14,28390.33,32162.91,42840.23,65549.85,21558.53,70174.99,53114.92,12579.56,42720.09,50139.79,39307.06,37792.71,26636.17,40020.32,35814.12,25434.72,29751.13,16164.49,11920.66,13323.29,36266.99,27740.34,24684.97,35853.38,46295.51,45406.49,51952.03,63496.84,86959.57
115.0634a0.42,43648.06,104060.93,74848.14,38533.66,63710.51,72864.9,56975.44,43881.64,36708.6,47712.62,105843.74,10703.11,56619.84,60544.84,88627.11,81483.03,63600.39,63376.25,74296.14,84536.39,116157.27,85669.04,73354.48,95791,87243.78,40969.2,63435.97,12825.83,79098.27,28225.85,2568.27,83448.41,67102.1,63970.11,120807.57,119891.37,10394.66,23905.94,32807.84,21019.52,67483.46,81403.33,80146.3,48395.44,122211.61,77818.89,137947.17,13027.76,41680.4,72680.68,66795.16,49312.73,75240.12,31917.43,75542.78,48131.6,99712.4,251604.44,22544.13,52417.21,38838.05,74400.68,87772.25,51286.69,94306.67,99060.66,54874.83,60930.76,86536.01,104697.14,141380.37,121938.81,134540.53,139184.35,65676.23,56585.74,114133.18,39016.56,84426.14,127292.78,179674.44,84297.91,63322.27,153160.19,75404.17,10229.99,114040.84,43129.43
139.0618a0.48,430387.07,697748.09,429693.08,635815.34,564207.75,423542.47,456209.85,610483.58,490586.68,340539.43,703820.55,38172.25,376172.62,207431.08,365456.74,265903.87,196871.96,381141.68,396173.24,652725.95,372607.45,267876.29,150830.51,254319.46,183941.95,93777.41,98548.33,23145.35,158164.88,55966.42,3303.85,169568.64,149158.56,154971.1,245755.16,279380.56,159065.61,72348.22,105855.4,117091.43,180488.77,202528.72,114165.77,117316.27,242622.05,187648.73,261340.35,36683.45,129791.04,185101.88,152791.9,160814.55,117030.54,81960.33,181781.52,83448.39,264278.24,418475.6,45750.62,124477.17,85225.86,145087.4,200835.34,283581.9,223725.31,269135.18,210877.96,235970.01,267239.68,315234.35,263934.11,143640.04,286618.03,259842.53,152722.21,83219.75,180337.29,195377.33,197179.56,307898.9,387985.01,230467.39,202325.93,447137.8,289025.69,100370.33,317044.86,84872.66
425.2954a2.84,22935.65,10224.65,16156.38,10140.27,12429.74,14639.1,15329.81,13198.93,10475.83,17324.74,4602.9,1189.88,36307.4,4179.99,22765.75,55422.04,5521.86,57389.87,14244.74,72386.84,15108.06,8911.99,11188.67,23015.65,8626.5,4944.88,6742.86,1764.92,29322.09,3516.82,600.05,32248.05,12832.79,5607.53,11628.82,10695.72,3013.08,1859.37,6187.82,5218.18,5287.51,14903.7,22792.31,18197.52,12075.38,9306.17,63858.35,9356.37,11350.76,35712.83,32793.13,24970.43,36999.74,4656.65,45107.14,5513.41,55955.69,77825.62,4083.61,15420.03,20908.8,39202.89,20610.31,2810.97,34529.53,19213.27,9900.73,18541.85,22741.03,17163.94,17734.84,21031.53,16965.94,18307.32,13131.94,14511.5,17908.04,18209.63,17343.93,16434.92,19257.64,17164.27,17487.04,23356.49,25210.99,28032.41,26940.28,29438.01
174.1123a0.37,100988.59,18748.09,54413.24,70624.52,79487.4,43854.1,81879.8,76171.46,103013.21,80639.54,56343.43,5536.4,80903.39,42247.4,72528.53,42332.2,45286.3,49264.51,61302.67,38351.1,93553.74,44257.69,58700.82,99394.05,54419.06,28423.03,20165.29,9123.31,88552.19,13679.22,3691.96,42689.38,49788.94,56942.25,84432.64,67077.8,20515.14,2217.76,10241.77,10896.86,47816.08,58373.54,54130.78,59336.28,56988.78,39902.11,98874.07,18998.46,40124.29,81670.35,34582.05,63017.31,61216.26,36257.72,121627.7,22051.62,51669.46,185640.84,27791.63,46827.72,42818.18,64320.58,42767.42,20970.54,51928.16,65859.07,18338.38,65552.92,68523.7,48552.31,81906,85255.18,110064.56,88299.51,32362.29,74480.34,77943.75,65264.46,68681.77,56297.71,78230.43,114490.9,75769.42,68074.96,54062.67,57048.69,43169.13,50984.53
418.3121a6.31,99278.56,50563.33,38944.82,92286.95,80614.45,100850.04,46203.38,104720.22,94336.92,33340.8,39096.72,9958.66,132352.12,19330.06,60126.69,92695.38,52467.89,45423.08,57077.8,49668.47,52389.38,29320.92,40575.89,86027.89,39089.79,14070.33,16783.72,13086.8,41358.24,9673.54,4396.22,32926.16,35097.89,33036.29,53100.43,142290.14,32220.83,24286.81,12100.59,9057.04,35627.37,62738.79,48951.64,78478.81,45511.98,37134.36,202492.9,24352.05,21773.67,66549.14,75956.21,37999.41,105877.35,33227.85,22468.75,18693.24,136161.92,311771.38,19054.93,70030.05,30137.15,40545.17,55188.66,24893.67,30800.34,59341.53,31389,73155.16,31940.23,43010.41,62105.59,56575.68,109334.34,86729.6,40693.96,35221.88,45893.3,57163.55,47629.48,43590.08,79525.85,45738.49,49684.26,100889.03,65745.18,39032.34,20451.4,39357.59
683.5537a5.98,77357.57,68439.71,58828.47,75064.18,91300.57,42615.03,42908.64,74439.17,62989.87,53540.49,61109.63,6727.09,65905.83,37534.88,65612.06,59654.85,53633.68,67309.58,41456.49,43057.65,87506.97,58756.82,57995.5,75697.92,25876.88,28674.83,27989.84,4566.55,66972.56,18545.49,1580.84,28290.52,50119.47,50999.33,96157.53,75228.01,36243.8,15863.46,23619.29,14992.05,47074.34,32735.68,64031.62,77636.73,61143.32,52482.16,95031.64,31564.49,44538.13,78520.8,40359.12,70381.79,55978.34,22837.61,71929.78,30188.98,81730.36,160743.57,14437.44,26894.06,45885.45,71221.57,61165.08,25657.9,30565.78,87175.78,22091.68,65558.83,70245.54,85178.28,42075.02,86981.02,92316.57,43431.67,54365.83,69969.68,99762.57,86679.11,112303.8,88944.95,86963.45,69210.88,43518.3,40969.06,42572.21,54953.18,84445.57,79251.3
609.5651a6.67,7612.97,7427.21,7054.71,10041.37,8126,103140.71,7884.11,7851.68,7392.99,5674.84,7612.44,799.85,11379.96,4960.08,6839.2,6945.74,6938.43,10829,8502.66,8298.03,7897.35,5247.72,6261.44,11879.86,5058,6214.47,3481.04,886.33,7924.65,2043.33,270.12,6331.4,10962.35,6195.48,9517.46,9768.7,4044.53,1862.94,3085.76,2212.49,5443.49,7098.16,7193.81,7529.35,7049.64,6861.11,15805.14,4470.99,4927.7,10102.09,7400.23,7820.77,6958.49,3058.41,6108.44,3336.79,8685.74,18625.49,2527.78,53070.59,4720.52,7333.14,9848.74,4878.01,4927.25,7352.6,4353.58,9370.48,6265.12,6971.21,10765.25,13735.78,10996.88,8186.08,5505.02,8837.06,14006.56,8700.21,9011.87,8424.79,10123,6555.9,9011.07,7754.69,7869.61,6215.1,6821.72,5907.83
391.2475a3.69,10237.18,7446.29,8809.09,10926.52,11696.2,11977.67,10827.49,7383.53,13589.04,21191.77,12777.38,1375.23,17740.65,8194.39,14542.18,28570.69,9352.17,20549.15,13268.23,18348.17,15580.9,13276.05,15395.48,34116.86,17421.01,7473.01,6709.54,2593.29,8994.21,6349.08,824.04,34650.84,18505.1,13343.38,22467.37,15978.2,12200.4,3181.91,7320.91,4547.26,21070.33,22472.63,11410.34,36692.2,28017.22,28784.1,21930.2,15906.85,15510.4,31156.07,21216.66,23396.78,13223.65,8090.95,13752.29,8284.12,45209.87,32478.17,10810.01,26695.98,6258.78,15960.36,23630.76,11358.18,12836.35,25963.89,13114.99,17090.01,37776.88,27831.06,25884.97,29114.55,30776.82,25188.07,19777.29,18909.93,26372.67,22501.07,21098.72,21133.36,18568.87,18035.97,18284.24,22079.45,29316.56,38873.59,43157.53,88879.34
169.0861a0.47,162083.95,69754.39,98022.76,125683.27,116248.9,95455.21,103180.2,145874.59,81318.14,142380.79,82181.19,6244.25,78045.47,56499.17,103181.42,85411.18,51490.6,70261.28,33374.32,80878.64,47414.73,38813.55,38490.74,46236.93,24241.09,7320.61,51620.6,12725.22,51654.77,30704.77,2272.08,66066.78,69587.8,92139.12,172000.64,121915.33,30677.65,12537.9,21807.6,16373.85,80407.75,71305.32,58047.01,97371.92,102967.88,82220.61,141042.37,51841.8,62853.19,77218.25,97243.53,89462.12,161732.82,32232.35,89469.25,60043.81,207468.12,141938.61,24382.3,98010.9,46179.99,189472.54,33678.51,20223.94,34798.9,49068.9,31753.75,54728.63,126451.97,103297.57,122901.9,92119.35,58844.21,86263.69,70990.67,74331,84493.8,57636.17,77262.59,94907.11,124567.01,61275.1,82809.24,127518.48,103055.19,75907.93,73547.75,62955.48
1132.765a2.98,148566.63,34174.59,89598,56485.14,71777.13,79548.59,91107.1,68949.79,58000.22,89053.44,75689.64,3799.89,41266.89,21899.17,69134.98,32122.07,23401.96,61840.61,38631.86,54618.59,48408.77,30630.69,28648.23,59937.76,22303.17,30566.01,28590.06,5771.66,35222.63,9767.18,1586,34970.57,113600.63,40761.68,69629.84,64378.52,32166.94,4217.97,13029.12,10817.78,39026.56,44735.09,24185.03,46073.39,52956.05,37811.5,56307.34,25228.4,31304.28,70695.41,36220.18,46763.74,25281.88,14192.2,43403.98,19292.89,62387.98,195158.46,17808.38,44205.63,24306.91,33772.96,45173.95,27719.33,35493.37,50336.87,25014.48,55108.59,53965.57,42090.04,9333.59,7743.71,5900.11,14580.49,38171.8,8816.74,13056.11,8421.13,11403.14,12380.78,7184.29,8146.47,9791.95,7498.82,6378.7,6271.8,4025,115767.11
787.6012a5.45,82059.45,68773.86,64506.14,72466.74,78336.77,55574.84,62856.69,79332.95,64659.27,59373.82,64504.82,6281.54,76574.51,40279.29,75095.14,63962.03,52879.68,69169.02,76954.15,71424.88,75761.18,42373.57,54979.76,104356.8,47342.9,26699.46,29262.28,8485.84,57991.47,19249.55,2963.4,56469.59,67533.47,45229.91,81363.64,81853.77,37707.23,15062.72,19386.04,19781.17,44900.11,54655.38,57842.81,70968.97,61519.56,47468.08,140812.46,34955.37,47978.41,84206.79,41629.23,65047.24,52636.26,28444.8,65162.07,28108.17,70942.23,165882.56,26594.77,47952.66,41020.22,63735.16,63338.39,35590.7,53865.36,66166.83,42969.55,84861.6,58917.4,69959.14,83637.06,84620.2,71096.54,77404.02,49499.7,70391.63,80523.9,80724.86,81432.78,80055.71,82961.23,60732.05,62749.59,81917.22,74653.39,63762.35,73133.74,70891.4
325.3748a4.53,16210.09,7885.19,8258.2,8906.73,7215.66,10894.27,12642.99,11562.47,7715.19,7873.59,11392.51,943.79,15389.49,6431.67,7547.11,8943.06,5593.08,10781.77,10626,11662.4,14156.6,6811.54,10242.68,21431.79,8266.72,5647.73,6321.17,1568.84,13479.35,3967.36,755.89,10184.31,11732.14,10902.62,18132.25,18632.42,6450.37,2838.27,5127.13,4079.1,10547.38,13723.44,11852.78,14809.27,14556.35,11847.16,27557.62,9177.85,12261.39,32487.9,7397.87,19594.29,37270.33,30188.75,14306.16,5052.08,17616.24,47239.57,5930.76,19451.46,10745.9,14834.55,11591.4,12495.97,7528.03,15360.11,8694.63,25499.48,9767.11,13283.95,19466.39,20226.9,18610.56,19469.19,10576.69,16704.75,22261.06,17325.63,17648.4,20591.9,22157.53,15586.68,17040.96,20644.97,26225.41,10960.25,22838.4,16182
1703.0344a1.76,120040.28,117297.38,63658.25,96447.44,117356.01,80036.1,128451.51,65717.69,124268.94,77292.78,61983.99,6776.37,40945.18,43110.88,34942.55,155330.25,114318.1,78393.88,104403.07,221633.55,71066.42,36829.38,34859.65,49005.13,18949.91,14797.46,15317.02,3541.2,13934.04,5682.58,698.54,81666.87,23093.56,43083.57,27253.09,33232.59,18286.48,11358.83,7749.99,11610.98,15733.95,23793.59,15980.55,26458.97,24602.8,23054.25,31500.05,11610.43,16195.56,30542.48,13808.28,19923.06,14942.51,5536.85,11380.4,10817.66,32792.51,32823.61,6776.09,16007.18,10641.14,13762.47,29564.71,38734.12,16346.43,32824.9,24567.53,17272.84,19734.15,15953.68,21578.77,19849.39,21545.35,19854.85,12091.19,18692.54,16647.78,16199.01,17317.54,16573.92,15953.15,15418.65,18560.69,21008.58,21716.88,43961.18,37354.09,60450.09
335.1927a1.66,111237.98,95345.84,59769.96,80044.18,96801.63,62509.19,56153.58,95343.51,51404.26,70207.24,49916.09,6685.34,43618.04,27914.86,42324.81,34605.11,29965.04,36085.04,51778.49,34878.89,49495.08,42814.88,45750.72,92709.11,40120.45,18487.8,20876.87,7272.55,49198.36,14414.56,2475.42,50482.6,44921.36,40816.61,59370.63,68610.58,32900.05,11693.44,20193.55,13818.51,42729.11,49418.77,45666.04,52291.68,56886.69,41843.82,120194.83,29150.05,42952.75,62035.11,29932.7,49694.47,59884.06,20545.97,45241.27,26985.28,70763.89,136642.98,22933.43,48833.09,31656.17,73846.47,53372.45,35046.77,34776.57,35168.8,36368.18,59972.23,55108.64,58894.14,67960.96,76225.15,90173.1,66064.02,52446.3,78462.12,67101.29,73255.05,73114.39,58348.49,54247.46,59226.8,75018.21,101927.85,96185.97,154245.89,143715.13,177027.93
288.196a2.95,31116.75,6808.85,42431.83,20125.9,28112.78,44240.76,13534.93,14934.42,15546.34,3780.31,414937.68,19522.63,126148.02,146305.85,1130281.46,1166685.15,202334.18,1551374.97,354240.56,848570.15,491521.96,338914.72,165484.16,364136.09,99674.28,61227.27,93731.04,4866.55,18947.59,9484.21,1887.9,650011.99,998544.61,126020.87,225574.43,403561.28,444246.99,10068.26,199667.12,17987.91,477967.02,148955.58,8387.33,201771,290259.64,152312.18,48195.72,86969.86,125857.41,115710.94,808773.3,646273.67,10230.79,103545.76,10592.29,99065.45,1033032.56,35850.58,6436.16,48529.17,8693.1,13962.35,69019.45,12798.78,115445.99,166737.16,53759.61,16495.17,106995.62,18554.77,19611.21,23591.76,17207.96,17987.31,10138.89,12969.95,18388.4,17809.94,20105.16,14181.73,13245.35,14292.12,19899.91,20720.67,19575.33,34853.03,34047.59,44994.19
407.3591a5.34,13453.94,11130.06,10420.12,12562.39,13801.6,19053.88,16065.54,14748.26,11212.92,10729.59,13433.35,1091.14,18741.37,10119.87,16600.32,15455.68,13451.82,18277.4,19008.92,18855.89,18830.07,13235.72,16819.03,30529.87,14111.48,7774.89,9850.28,3167.47,20745.9,5760.85,1132.3,17555.79,20237.8,18747.17,32936.04,30653.78,11614.51,5510.52,7958.62,7031.42,17995.96,25247.86,23647.16,27708.61,25997.18,23271.66,55970.34,14592.54,19980.06,39260.4,19960.22,33584.88,29779.85,12216.63,29395.15,14012.42,37275.28,88352.58,13902.47,27661.86,20771.89,38015.46,39218.77,24531.32,30372.62,35979.64,23458.1,47880.4,33452.36,42680.74,50671.81,52169.06,48211.52,53071.92,31320.59,46709.05,57233.23,51468.75,52115.86,50506.95,53619.91,38622.48,58389.2,49929.75,54995.82,80222.18,79923.24,79870.35
